Date,store,product,number_sold
2019-06-29,0,0,852
2019-06-30,0,0,842
2019-07-01,0,0,857
2019-07-02,0,0,852
2019-07-03,0,0,855
2019-07-04,0,0,838
2019-07-05,0,0,838
2019-07-06,0,0,850
2019-07-07,0,0,840
2019-07-08,0,0,827
2019-07-09,0,0,839
2019-07-10,0,0,856
2019-07-11,0,0,846
2019-07-12,0,0,844
2019-07-13,0,0,832
2019-07-14,0,0,851
2019-07-15,0,0,827
2019-07-16,0,0,854
2019-07-17,0,0,841
2019-07-18,0,0,818
2019-07-19,0,0,832
2019-07-20,0,0,835
2019-07-21,0,0,831
2019-07-22,0,0,831
2019-07-23,0,0,821
2019-07-24,0,0,839
2019-07-25,0,0,833
2019-07-26,0,0,816
2019-07-27,0,0,833
2019-07-28,0,0,848
2019-07-29,0,0,824
2019-07-30,0,0,833
2019-07-31,0,0,818
2019-08-01,0,0,826
2019-08-02,0,0,840
2019-08-03,0,0,819
2019-08-04,0,0,827
2019-08-05,0,0,831
2019-08-06,0,0,822
2019-08-07,0,0,830
2019-08-08,0,0,826
2019-08-09,0,0,822
2019-08-10,0,0,803
2019-08-11,0,0,829
2019-08-12,0,0,804
2019-08-13,0,0,840
2019-08-14,0,0,820
2019-08-15,0,0,829
2019-08-16,0,0,821
2019-08-17,0,0,812
2019-08-18,0,0,819
2019-08-19,0,0,809
2019-08-20,0,0,826
2019-08-21,0,0,798
2019-08-22,0,0,816
2019-08-23,0,0,793
2019-08-24,0,0,794
2019-08-25,0,0,805
2019-08-26,0,0,824
2019-08-27,0,0,816
2019-08-28,0,0,815
2019-08-29,0,0,797
2019-08-30,0,0,786
2019-08-31,0,0,805
2019-09-01,0,0,806
2019-09-02,0,0,810
2019-09-03,0,0,802
2019-09-04,0,0,804
2019-09-05,0,0,806
2019-09-06,0,0,803
2019-09-07,0,0,804
2019-09-08,0,0,791
2019-09-09,0,0,805
2019-09-10,0,0,807
2019-09-11,0,0,814
2019-09-12,0,0,805
2019-09-13,0,0,797
2019-09-14,0,0,805
2019-09-15,0,0,807
2019-09-16,0,0,805
2019-09-17,0,0,794
2019-09-18,0,0,818
2019-09-19,0,0,815
2019-09-20,0,0,795
2019-09-21,0,0,810
2019-09-22,0,0,789
2019-09-23,0,0,795
2019-09-24,0,0,778
2019-09-25,0,0,790
2019-09-26,0,0,799
2019-09-27,0,0,798
2019-09-28,0,0,802
2019-09-29,0,0,790
2019-09-30,0,0,795
2019-10-01,0,0,791
2019-10-02,0,0,804
2019-10-03,0,0,814
2019-10-04,0,0,808
2019-10-05,0,0,801
2019-10-06,0,0,811
2019-10-07,0,0,800
2019-10-08,0,0,783
2019-10-09,0,0,817
2019-10-10,0,0,809
2019-10-11,0,0,799
2019-10-12,0,0,786
2019-10-13,0,0,806
2019-10-14,0,0,786
2019-10-15,0,0,805
2019-10-16,0,0,798
2019-10-17,0,0,800
2019-10-18,0,0,814
2019-10-19,0,0,811
2019-10-20,0,0,795
2019-10-21,0,0,788
2019-10-22,0,0,793
2019-10-23,0,0,795
2019-10-24,0,0,816
2019-10-25,0,0,807
2019-10-26,0,0,827
2019-10-27,0,0,821
2019-10-28,0,0,798
2019-10-29,0,0,801
2019-10-30,0,0,834
2019-10-31,0,0,800
2019-11-01,0,0,817
2019-11-02,0,0,808
2019-11-03,0,0,824
2019-11-04,0,0,810
2019-11-05,0,0,809
2019-11-06,0,0,807
2019-11-07,0,0,820
2019-11-08,0,0,827
2019-11-09,0,0,833
2019-11-10,0,0,808
2019-11-11,0,0,819
2019-11-12,0,0,819
2019-11-13,0,0,837
2019-11-14,0,0,809
2019-11-15,0,0,825
2019-11-16,0,0,816
2019-11-17,0,0,794
2019-11-18,0,0,815
2019-11-19,0,0,831
2019-11-20,0,0,817
2019-11-21,0,0,802
2019-11-22,0,0,816
2019-11-23,0,0,806
2019-11-24,0,0,840
2019-11-25,0,0,813
2019-11-26,0,0,818
2019-11-27,0,0,832
2019-11-28,0,0,826
2019-11-29,0,0,837
2019-11-30,0,0,842
2019-12-01,0,0,827
2019-12-02,0,0,832
2019-12-03,0,0,842
2019-12-04,0,0,825
2019-12-05,0,0,829
2019-12-06,0,0,834
2019-12-07,0,0,847
2019-12-08,0,0,837
2019-12-09,0,0,813
2019-12-10,0,0,858
2019-12-11,0,0,845
2019-12-12,0,0,836
2019-12-13,0,0,844
2019-12-14,0,0,844
2019-12-15,0,0,840
2019-12-16,0,0,842
2019-12-17,0,0,850
2019-12-18,0,0,848
2019-12-19,0,0,847
2019-12-20,0,0,856
2019-12-21,0,0,840
2019-12-22,0,0,852
2019-12-23,0,0,853
2019-12-24,0,0,834
2019-12-25,0,0,852
2019-12-26,0,0,864
2019-12-27,0,0,848
2019-12-28,0,0,856
2019-12-29,0,0,855
2019-12-30,0,0,862
2019-12-31,0,0,854
2019-01-01,0,1,712
2019-01-02,0,1,721
2019-01-03,0,1,719
2019-01-04,0,1,722
2019-01-05,0,1,681
2019-01-06,0,1,704
2019-01-07,0,1,688
2019-01-08,0,1,699
2019-01-09,0,1,726
2019-01-10,0,1,704
2019-01-11,0,1,694
2019-01-12,0,1,694
2019-01-13,0,1,702
2019-01-14,0,1,709
2019-01-15,0,1,696
2019-01-16,0,1,711
2019-01-17,0,1,696
2019-01-18,0,1,693
2019-01-19,0,1,686
2019-01-20,0,1,710
2019-01-21,0,1,696
2019-01-22,0,1,692
2019-01-23,0,1,708
2019-01-24,0,1,709
2019-01-25,0,1,708
2019-01-26,0,1,689
2019-01-27,0,1,688
2019-01-28,0,1,707
2019-01-29,0,1,691
2019-01-30,0,1,712
2019-01-31,0,1,703
2019-02-01,0,1,698
2019-02-02,0,1,694
2019-02-03,0,1,680
2019-02-04,0,1,696
2019-02-05,0,1,688
2019-02-06,0,1,711
2019-02-07,0,1,690
2019-02-08,0,1,702
2019-02-09,0,1,688
2019-02-10,0,1,676
2019-02-11,0,1,681
2019-02-12,0,1,687
2019-02-13,0,1,692
2019-02-14,0,1,697
2019-02-15,0,1,665
2019-02-16,0,1,672
2019-02-17,0,1,679
2019-02-18,0,1,702
2019-02-19,0,1,690
2019-02-20,0,1,692
2019-02-21,0,1,672
2019-02-22,0,1,681
2019-02-23,0,1,667
2019-02-24,0,1,686
2019-02-25,0,1,705
2019-02-26,0,1,694
2019-02-27,0,1,678
2019-02-28,0,1,691
2019-03-01,0,1,669
2019-03-02,0,1,670
2019-03-03,0,1,676
2019-03-04,0,1,692
2019-03-05,0,1,685
2019-03-06,0,1,691
2019-03-07,0,1,681
2019-03-08,0,1,680
2019-03-09,0,1,668
2019-03-10,0,1,682
2019-03-11,0,1,661
2019-03-12,0,1,672
2019-03-13,0,1,669
2019-03-14,0,1,669
2019-03-15,0,1,659
2019-03-16,0,1,670
2019-03-17,0,1,659
2019-03-18,0,1,670
2019-03-19,0,1,670
2019-03-20,0,1,668
2019-03-21,0,1,672
2019-03-22,0,1,651
2019-03-23,0,1,649
2019-03-24,0,1,644
2019-03-25,0,1,659
2019-03-26,0,1,670
2019-03-27,0,1,683
2019-03-28,0,1,658
2019-03-29,0,1,676
2019-03-30,0,1,654
2019-03-31,0,1,660
2019-04-01,0,1,662
2019-04-02,0,1,671
2019-04-03,0,1,685
2019-04-04,0,1,676
2019-04-05,0,1,645
2019-04-06,0,1,646
2019-04-07,0,1,655
2019-04-08,0,1,645
2019-04-09,0,1,665
2019-04-10,0,1,661
2019-04-11,0,1,647
2019-04-12,0,1,654
2019-04-13,0,1,655
2019-04-14,0,1,637
2019-04-15,0,1,667
2019-04-16,0,1,659
2019-04-17,0,1,656
2019-04-18,0,1,656
2019-04-19,0,1,620
2019-04-20,0,1,649
2019-04-21,0,1,644
2019-04-22,0,1,642
2019-04-23,0,1,655
2019-04-24,0,1,656
2019-04-25,0,1,637
2019-04-26,0,1,642
2019-04-27,0,1,620
2019-04-28,0,1,655
2019-04-29,0,1,641
2019-04-30,0,1,644
2019-05-01,0,1,634
2019-05-02,0,1,640
2019-05-03,0,1,635
2019-05-04,0,1,635
2019-05-05,0,1,617
2019-05-06,0,1,634
2019-05-07,0,1,650
2019-05-08,0,1,647
2019-05-09,0,1,641
2019-05-10,0,1,639
2019-05-11,0,1,624
2019-05-12,0,1,621
2019-05-13,0,1,628
2019-05-14,0,1,646
2019-05-15,0,1,648
2019-05-16,0,1,635
2019-05-17,0,1,619
2019-05-18,0,1,622
2019-05-19,0,1,634
2019-05-20,0,1,637
2019-05-21,0,1,625
2019-05-22,0,1,638
2019-05-23,0,1,630
2019-05-24,0,1,621
2019-05-25,0,1,594
2019-05-26,0,1,611
2019-05-27,0,1,640
2019-05-28,0,1,631
2019-05-29,0,1,634
2019-05-30,0,1,627
2019-05-31,0,1,626
2019-06-01,0,1,623
2019-06-02,0,1,624
2019-06-03,0,1,635
2019-06-04,0,1,633
2019-06-05,0,1,647
2019-06-06,0,1,640
2019-06-07,0,1,619
2019-06-08,0,1,602
2019-06-09,0,1,604
2019-06-10,0,1,611
2019-06-11,0,1,628
2019-06-12,0,1,614
2019-06-13,0,1,623
2019-06-14,0,1,628
2019-06-15,0,1,618
2019-06-16,0,1,611
2019-06-17,0,1,618
2019-06-18,0,1,613
2019-06-19,0,1,628
2019-06-20,0,1,623
2019-06-21,0,1,600
2019-06-22,0,1,612
2019-06-23,0,1,613
2019-06-24,0,1,614
2019-06-25,0,1,614
2019-06-26,0,1,620
2019-06-27,0,1,613
2019-06-28,0,1,600
2019-06-29,0,1,621
2019-06-30,0,1,625
2019-07-01,0,1,613
2019-07-02,0,1,626
2019-07-03,0,1,606
2019-07-04,0,1,610
2019-07-05,0,1,611
2019-07-06,0,1,598
2019-07-07,0,1,626
2019-07-08,0,1,620
2019-07-09,0,1,621
2019-07-10,0,1,603
2019-07-11,0,1,609
2019-07-12,0,1,608
2019-07-13,0,1,604
2019-07-14,0,1,598
2019-07-15,0,1,610
2019-07-16,0,1,617
2019-07-17,0,1,602
2019-07-18,0,1,621
2019-07-19,0,1,608
2019-07-20,0,1,604
2019-07-21,0,1,600
2019-07-22,0,1,613
2019-07-23,0,1,618
2019-07-24,0,1,609
2019-07-25,0,1,622
2019-07-26,0,1,598
2019-07-27,0,1,619
2019-07-28,0,1,602
2019-07-29,0,1,606
2019-07-30,0,1,599
2019-07-31,0,1,612
2019-08-01,0,1,635
2019-08-02,0,1,617
2019-08-03,0,1,603
2019-08-04,0,1,609
2019-08-05,0,1,620
2019-08-06,0,1,617
2019-08-07,0,1,630
2019-08-08,0,1,612
2019-08-09,0,1,601
2019-08-10,0,1,609
2019-08-11,0,1,608
2019-08-12,0,1,600
2019-08-13,0,1,625
2019-08-14,0,1,621
2019-08-15,0,1,632
2019-08-16,0,1,605
2019-08-17,0,1,608
2019-08-18,0,1,599
2019-08-19,0,1,622
2019-08-20,0,1,622
2019-08-21,0,1,624
2019-08-22,0,1,616
2019-08-23,0,1,606
2019-08-24,0,1,614
2019-08-25,0,1,610
2019-08-26,0,1,620
2019-08-27,0,1,625
2019-08-28,0,1,630
2019-08-29,0,1,623
2019-08-30,0,1,614
2019-08-31,0,1,599
2019-09-01,0,1,613
2019-09-02,0,1,635
2019-09-03,0,1,632
2019-09-04,0,1,622
2019-09-05,0,1,625
2019-09-06,0,1,628
2019-09-07,0,1,615
2019-09-08,0,1,619
2019-09-09,0,1,615
2019-09-10,0,1,639
2019-09-11,0,1,637
2019-09-12,0,1,619
2019-09-13,0,1,614
2019-09-14,0,1,608
2019-09-15,0,1,632
2019-09-16,0,1,610
2019-09-17,0,1,617
2019-09-18,0,1,621
2019-09-19,0,1,610
2019-09-20,0,1,602
2019-09-21,0,1,603
2019-09-22,0,1,619
2019-09-23,0,1,653
2019-09-24,0,1,624
2019-09-25,0,1,639
2019-09-26,0,1,636
2019-09-27,0,1,619
2019-09-28,0,1,618
2019-09-29,0,1,621
2019-09-30,0,1,631
2019-10-01,0,1,639
2019-10-02,0,1,619
2019-10-03,0,1,644
2019-10-04,0,1,650
2019-10-05,0,1,621
2019-10-06,0,1,630
2019-10-07,0,1,635
2019-10-08,0,1,632
2019-10-09,0,1,648
2019-10-10,0,1,642
2019-10-11,0,1,644
2019-10-12,0,1,628
2019-10-13,0,1,658
2019-10-14,0,1,634
2019-10-15,0,1,637
2019-10-16,0,1,642
2019-10-17,0,1,637
2019-10-18,0,1,633
2019-10-19,0,1,629
2019-10-20,0,1,628
2019-10-21,0,1,625
2019-10-22,0,1,643
2019-10-23,0,1,639
2019-10-24,0,1,637
2019-10-25,0,1,621
2019-10-26,0,1,632
2019-10-27,0,1,636
2019-10-28,0,1,631
2019-10-29,0,1,645
2019-10-30,0,1,642
2019-10-31,0,1,640
2019-11-01,0,1,629
2019-11-02,0,1,626
2019-11-03,0,1,621
2019-11-04,0,1,642
2019-11-05,0,1,631
2019-11-06,0,1,647
2019-11-07,0,1,652
2019-11-08,0,1,630
2019-11-09,0,1,647
2019-11-10,0,1,630
2019-11-11,0,1,638
2019-11-12,0,1,646
2019-11-13,0,1,652
2019-11-14,0,1,648
2019-11-15,0,1,648
2019-11-16,0,1,631
2019-11-17,0,1,656
2019-11-18,0,1,639
2019-11-19,0,1,628
2019-11-20,0,1,652
2019-11-21,0,1,648
2019-11-22,0,1,673
2019-11-23,0,1,631
2019-11-24,0,1,647
2019-11-25,0,1,648
2019-11-26,0,1,637
2019-11-27,0,1,647
2019-11-28,0,1,637
2019-11-29,0,1,649
2019-11-30,0,1,610
2019-12-01,0,1,628
2019-12-02,0,1,637
2019-12-03,0,1,636
2019-12-04,0,1,650
2019-12-05,0,1,642
2019-12-06,0,1,654
2019-12-07,0,1,625
2019-12-08,0,1,643
2019-12-09,0,1,639
2019-12-10,0,1,640
2019-12-11,0,1,653
2019-12-12,0,1,646
2019-12-13,0,1,657
2019-12-14,0,1,625
2019-12-15,0,1,643
2019-12-16,0,1,652
2019-12-17,0,1,660
2019-12-18,0,1,665
2019-12-19,0,1,643
2019-12-20,0,1,633
2019-12-21,0,1,644
2019-12-22,0,1,632
2019-12-23,0,1,626
2019-12-24,0,1,667
2019-12-25,0,1,645
2019-12-26,0,1,660
2019-12-27,0,1,635
2019-12-28,0,1,645
2019-12-29,0,1,632
2019-12-30,0,1,654
2019-12-31,0,1,657
2019-01-01,0,2,997
2019-01-02,0,2,984
2019-01-03,0,2,978
2019-01-04,0,2,977
2019-01-05,0,2,960
2019-01-06,0,2,965
2019-01-07,0,2,957
2019-01-08,0,2,970
2019-01-09,0,2,977
2019-01-10,0,2,987
2019-01-11,0,2,936
2019-01-12,0,2,973
2019-01-13,0,2,959
2019-01-14,0,2,963
2019-01-15,0,2,960
2019-01-16,0,2,966
2019-01-17,0,2,936
2019-01-18,0,2,952
2019-01-19,0,2,938
2019-01-20,0,2,939
2019-01-21,0,2,960
2019-01-22,0,2,941
2019-01-23,0,2,949
2019-01-24,0,2,953
2019-01-25,0,2,936
2019-01-26,0,2,930
2019-01-27,0,2,945
2019-01-28,0,2,936
2019-01-29,0,2,942
2019-01-30,0,2,954
2019-01-31,0,2,945
2019-02-01,0,2,924
2019-02-02,0,2,947
2019-02-03,0,2,929
2019-02-04,0,2,965
2019-02-05,0,2,948
2019-02-06,0,2,935
2019-02-07,0,2,946
2019-02-08,0,2,918
2019-02-09,0,2,933
2019-02-10,0,2,943
2019-02-11,0,2,927
2019-02-12,0,2,944
2019-02-13,0,2,954
2019-02-14,0,2,938
2019-02-15,0,2,953
2019-02-16,0,2,923
2019-02-17,0,2,925
2019-02-18,0,2,941
2019-02-19,0,2,955
2019-02-20,0,2,924
2019-02-21,0,2,938
2019-02-22,0,2,942
2019-02-23,0,2,918
2019-02-24,0,2,922
2019-02-25,0,2,937
2019-02-26,0,2,914
2019-02-27,0,2,937
2019-02-28,0,2,923
2019-03-01,0,2,890
2019-03-02,0,2,922
2019-03-03,0,2,914
2019-03-04,0,2,911
2019-03-05,0,2,925
2019-03-06,0,2,937
2019-03-07,0,2,946
2019-03-08,0,2,914
2019-03-09,0,2,911
2019-03-10,0,2,920
2019-03-11,0,2,901
2019-03-12,0,2,912
2019-03-13,0,2,933
2019-03-14,0,2,921
2019-03-15,0,2,912
2019-03-16,0,2,906
2019-03-17,0,2,914
2019-03-18,0,2,898
2019-03-19,0,2,927
2019-03-20,0,2,917
2019-03-21,0,2,930
2019-03-22,0,2,923
2019-03-23,0,2,939
2019-03-24,0,2,914
2019-03-25,0,2,923
2019-03-26,0,2,911
2019-03-27,0,2,940
2019-03-28,0,2,918
2019-03-29,0,2,903
2019-03-30,0,2,912
2019-03-31,0,2,930
2019-04-01,0,2,929
2019-04-02,0,2,925
2019-04-03,0,2,922
2019-04-04,0,2,917
2019-04-05,0,2,919
2019-04-06,0,2,917
2019-04-07,0,2,912
2019-04-08,0,2,897
2019-04-09,0,2,926
2019-04-10,0,2,924
2019-04-11,0,2,921
2019-04-12,0,2,929
2019-04-13,0,2,894
2019-04-14,0,2,918
2019-04-15,0,2,930
2019-04-16,0,2,918
2019-04-17,0,2,925
2019-04-18,0,2,908
2019-04-19,0,2,927
2019-04-20,0,2,920
2019-04-21,0,2,907
2019-04-22,0,2,929
2019-04-23,0,2,914
2019-04-24,0,2,922
2019-04-25,0,2,921
2019-04-26,0,2,921
2019-04-27,0,2,910
2019-04-28,0,2,920
2019-04-29,0,2,938
2019-04-30,0,2,935
2019-05-01,0,2,933
2019-05-02,0,2,939
2019-05-03,0,2,923
2019-05-04,0,2,937
2019-05-05,0,2,926
2019-05-06,0,2,920
2019-05-07,0,2,909
2019-05-08,0,2,947
2019-05-09,0,2,936
2019-05-10,0,2,942
2019-05-11,0,2,935
2019-05-12,0,2,931
2019-05-13,0,2,935
2019-05-14,0,2,919
2019-05-15,0,2,958
2019-05-16,0,2,942
2019-05-17,0,2,934
2019-05-18,0,2,934
2019-05-19,0,2,944
2019-05-20,0,2,944
2019-05-21,0,2,932
2019-05-22,0,2,954
2019-05-23,0,2,939
2019-05-24,0,2,930
2019-05-25,0,2,943
2019-05-26,0,2,945
2019-05-27,0,2,960
2019-05-28,0,2,966
2019-05-29,0,2,955
2019-05-30,0,2,964
2019-05-31,0,2,961
2019-06-01,0,2,950
2019-06-02,0,2,960
2019-06-03,0,2,947
2019-06-04,0,2,960
2019-06-05,0,2,963
2019-06-06,0,2,958
2019-06-07,0,2,958
2019-06-08,0,2,947
2019-06-09,0,2,967
2019-06-10,0,2,950
2019-06-11,0,2,951
2019-06-12,0,2,947
2019-06-13,0,2,980
2019-06-14,0,2,965
2019-06-15,0,2,948
2019-06-16,0,2,955
2019-06-17,0,2,985
2019-06-18,0,2,984
2019-06-19,0,2,986
2019-06-20,0,2,981
2019-06-21,0,2,955
2019-06-22,0,2,959
2019-06-23,0,2,978
2019-06-24,0,2,981
2019-06-25,0,2,988
2019-06-26,0,2,985
2019-06-27,0,2,1001
2019-06-28,0,2,985
2019-06-29,0,2,984
2019-06-30,0,2,996
2019-07-01,0,2,970
2019-07-02,0,2,1009
2019-07-03,0,2,999
2019-07-04,0,2,990
2019-07-05,0,2,1004
2019-07-06,0,2,1002
2019-07-07,0,2,974
2019-07-08,0,2,1000
2019-07-09,0,2,999
2019-07-10,0,2,1010
2019-07-11,0,2,1012
2019-07-12,0,2,992
2019-07-13,0,2,1012
2019-07-14,0,2,990
2019-07-15,0,2,1016
2019-07-16,0,2,1006
2019-07-17,0,2,1016
2019-07-18,0,2,1020
2019-07-19,0,2,1000
2019-07-20,0,2,1000
2019-07-21,0,2,1000
2019-07-22,0,2,1012
2019-07-23,0,2,1017
2019-07-24,0,2,1012
2019-07-25,0,2,1012
2019-07-26,0,2,1035
2019-07-27,0,2,1023
2019-07-28,0,2,1017
2019-07-29,0,2,1027
2019-07-30,0,2,1024
2019-07-31,0,2,1012
2019-08-01,0,2,1018
2019-08-02,0,2,1020
2019-08-03,0,2,1029
2019-08-04,0,2,1004
2019-08-05,0,2,1016
2019-08-06,0,2,1033
2019-08-07,0,2,1037
2019-08-08,0,2,1020
2019-08-09,0,2,1038
2019-08-10,0,2,1037
2019-08-11,0,2,1017
2019-08-12,0,2,1033
2019-08-13,0,2,1038
2019-08-14,0,2,1041
2019-08-15,0,2,1050
2019-08-16,0,2,1039
2019-08-17,0,2,1038
2019-08-18,0,2,1054
2019-08-19,0,2,1054
2019-08-20,0,2,1056
2019-08-21,0,2,1055
2019-08-22,0,2,1039
2019-08-23,0,2,1051
2019-08-24,0,2,1038
2019-08-25,0,2,1038
2019-08-26,0,2,1049
2019-08-27,0,2,1039
2019-08-28,0,2,1055
2019-08-29,0,2,1070
2019-08-30,0,2,1065
2019-08-31,0,2,1053
2019-09-01,0,2,1031
2019-09-02,0,2,1054
2019-09-03,0,2,1054
2019-09-04,0,2,1064
2019-09-05,0,2,1066
2019-09-06,0,2,1056
2019-09-07,0,2,1041
2019-09-08,0,2,1058
2019-09-09,0,2,1034
2019-09-10,0,2,1076
2019-09-11,0,2,1056
2019-09-12,0,2,1079
2019-09-13,0,2,1042
2019-09-14,0,2,1044
2019-09-15,0,2,1059
2019-09-16,0,2,1067
2019-09-17,0,2,1091
2019-09-18,0,2,1090
2019-09-19,0,2,1068
2019-09-20,0,2,1050
2019-09-21,0,2,1071
2019-09-22,0,2,1044
2019-09-23,0,2,1039
2019-09-24,0,2,1068
2019-09-25,0,2,1070
2019-09-26,0,2,1056
2019-09-27,0,2,1068
2019-09-28,0,2,1049
2019-09-29,0,2,1070
2019-09-30,0,2,1062
2019-10-01,0,2,1059
2019-10-02,0,2,1061
2019-10-03,0,2,1086
2019-10-04,0,2,1055
2019-10-05,0,2,1062
2019-10-06,0,2,1062
2019-10-07,0,2,1070
2019-10-08,0,2,1060
2019-10-09,0,2,1078
2019-10-10,0,2,1046
2019-10-11,0,2,1062
2019-10-12,0,2,1057
2019-10-13,0,2,1065
2019-10-14,0,2,1068
2019-10-15,0,2,1064
2019-10-16,0,2,1058
2019-10-17,0,2,1075
2019-10-18,0,2,1071
2019-10-19,0,2,1077
2019-10-20,0,2,1058
2019-10-21,0,2,1071
2019-10-22,0,2,1061
2019-10-23,0,2,1061
2019-10-24,0,2,1049
2019-10-25,0,2,1045
2019-10-26,0,2,1055
2019-10-27,0,2,1048
2019-10-28,0,2,1076
2019-10-29,0,2,1066
2019-10-30,0,2,1050
2019-10-31,0,2,1063
2019-11-01,0,2,1070
2019-11-02,0,2,1053
2019-11-03,0,2,1052
2019-11-04,0,2,1052
2019-11-05,0,2,1054
2019-11-06,0,2,1061
2019-11-07,0,2,1046
2019-11-08,0,2,1045
2019-11-09,0,2,1059
2019-11-10,0,2,1050
2019-11-11,0,2,1048
2019-11-12,0,2,1057
2019-11-13,0,2,1065
2019-11-14,0,2,1066
2019-11-15,0,2,1038
2019-11-16,0,2,1035
2019-11-17,0,2,1034
2019-11-18,0,2,1048
2019-11-19,0,2,1059
2019-11-20,0,2,1037
2019-11-21,0,2,1052
2019-11-22,0,2,1056
2019-11-23,0,2,1059
2019-11-24,0,2,1044
2019-11-25,0,2,1037
2019-11-26,0,2,1047
2019-11-27,0,2,1037
2019-11-28,0,2,1041
2019-11-29,0,2,1041
